id,sent,tree,notes,
RC.np.non.sh.08,I called the coach who claimed that Dennis pushed his teammate.,(C-mat-decl (T-past (lv-tr (I) (call (the (coach (C-rel (T-past (lv-tr (who) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (his (teammate)))))))))))))))),,
RC.np.non.lg.01,I know the boat captain who the fisherman heard that Laura is dating.,(C-mat-decl (T-pres (lv-tr (I) (know (the (boat_captain (C-rel (T-past (lv-tr (the (fisherman)) (hear (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (who)))))))))))))))),"rc-movement, CNP island, non-island, long",
RC.np.non.lg.02,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),,
RC.np.non.lg.03,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),,
RC.np.non.lg.04,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),,
RC.np.non.lg.05,I spoke to the criminal who the detective heard that Lilly could identify.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (criminal (C-rel (T-past (lv-tr (the (detective)) (hear (that (could (lv-tr (D-e (Lilly)) (identify (who)))))))))))))))),,
RC.np.non.lg.06,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),,
RC.np.non.lg.07,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),,
RC.np.non.lg.08,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),,
RC.np.isl.sh.01,I know the fisherman who heard the rumor that Laura is dating the boat captain.,(C-mat-decl (T-pres (lv-tr (I) (know (the (fisherman (C-rel (T-past (lv-tr (who) (hear (the (rumor-sc (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (the (boat_captain))))))))))))))))))),"rc-movement, CNP island, island, short",
RC.np.isl.sh.02,I trust the chef who made the suggestion that Rebecca should hire a new waiter.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (chef (C-rel (T-past (lv-tr (who) (make (the (suggestion-sc (that (should (lv-tr (D-e (Rebecca)) (hire (a (new_waiter)))))))))))))))))),,
RC.np.isl.sh.03,I agree with the teacher who made the recommendation that Stan should talk to the principal.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (teacher (C-rel (T-past (lv-tr (who) (make (the (recommendation-sc (that (should (lv-tr (D-e (Stan)) (talk (to (the (principal)))))))))))))))))))),,
RC.np.isl.sh.04,I believe the employee who made the claim that Amy insulted the customer.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (employee (C-rel (T-past (lv-tr (who) (make (the (claim-n-sc (that (T-past (lv-tr (D-e (Amy)) (insult (the (customer)))))))))))))))))),,
RC.np.isl.sh.05,I spoke to the detective who heard the rumor that Lilly could identify the criminal.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (detective (C-rel (T-past (lv-tr (who) (hear (the (rumor-sc (that (could (lv-tr (D-e (Lilly)) (identify (the (criminal))))))))))))))))))),,
RC.np.isl.sh.06,I trust the accountant who made the suggestion that Ralph should contact a stock broker.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (account (C-rel (T-past (lv-tr (who) (make (the (suggestion-sc (that (should (lv-tr (D-e (Ralph)) (contact (a (stock_broker)))))))))))))))))),,
RC.np.isl.sh.07,I like the nurse who made the recommendation that Susan should see a new doctor.,(C-mat-decl (T-pres (lv-tr (I) (like (the (nurse (C-rel (T-past (lv-tr (who) (make (the (recommendation-sc (that (should (lv-tr (D-e (Susan)) (see (a (new_doctor)))))))))))))))))),,
RC.np.isl.sh.08,I called the coach who made the claim that Dennis pushed his teammate.,(C-mat-decl (T-past (lv-tr (I) (call (the (coach (C-rel (T-past (lv-tr (who) (make (the (claim-sc (that (T-past (lv-tr (D-e (Dennis)) (push (his (teammate)))))))))))))))))),,
RC.np.isl.lg.01,I know the boat captain who the fisherman heard the rumor that Laura is dating.,(C-mat-decl (T-pres (lv-tr (I) (know (the (boat_captain (C-rel (T-past (lv-tr (the (fisherman)) (hear (the (rumor-sc (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (who)))))))))))))))))),"rc-movement, CNP island, island, long",
RC.np.isl.lg.02,I trust the waiter who the chef made the suggestion that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (make (the (suggestion-sc (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))))),,
RC.np.isl.lg.03,I agree with the principal who the teacher made the recommendation that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (make (the (recommendation-sc (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))))),,
RC.np.isl.lg.04,I believe the customer who the employee made the claim that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (make (the (claim-n-sc (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))))),,
RC.np.isl.lg.05,I spoke to the criminal who the detective heard the rumor that Lilly could identify.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (criminal (C-rel (T-past (lv-tr (the (detective)) (hear (the (rumor-sc (that (could (lv-tr (D-e (Lilly)) (identify (who)))))))))))))))))),,
RC.np.isl.lg.06,I trust the stock broker who the accountant made the suggestion that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),,
RC.np.isl.lg.07,I like the new doctor who the nurse made the recommendation that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (make (the (recommendation-sc (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))))),,
RC.np.isl.lg.08,I called teammate who the coach made the claim that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (make (the (claim-sc (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))))),,
